number_of_elements,mean_atomic_mass,mean_fie,mean_atomic_radius,mean_Density,mean_ElectronAffinity,mean_FusionHeat,mean_ThermalConductivity,mean_Valence,critical_temp,Superconductivity Type
2,17.558,768.75,116,2099,14.85,29.35,93.5,2.5,30.4,1
5,60.93397464,1047.9,111,3950.025,123.64,9.6564,28.410856,2.8,30.4,1
5,72.952854,776.88,151.2,5329.0858,86.386,8.9644,107.805316,2.2,30.4,1
4,94.57165,676.725,164.5,6349.75,71.075,6.4325,56.38,3.25,30.4,1
3,57.96776667,706,167.3333333,4516.333333,87.86666667,7.176666667,59.84,3.333333333,30.4,1
5,101.20892,740.58,165.2,8658,71.774,15.108,82.2,4,30.4,1
6,120.49845,740.45,154.6666667,6965.238167,62.955,6.232,88.83776333,2.666666667,30.45,1
5,72.952854,776.88,151.2,5329.0858,86.386,8.9644,107.805316,2.2,30.5,1
5,72.952854,776.88,151.2,5329.0858,86.386,8.9644,107.805316,2.2,30.5,1
5,74.23165,816.36,160,4816.6858,62.09,8.0144,111.005316,2.2,30.5,1
5,103.010254,770.22,150,5503.4858,82.226,7.7044,91.205316,2.8,30.5,1
5,103.010254,770.22,150,5503.4858,82.226,7.7044,91.205316,2.8,30.5,1
4,76.5177175,787.05,151.75,4434.35725,79.6075,6.9055,112.006645,2.25,30.5,1
4,76.5177175,787.05,151.75,4434.35725,79.6075,6.9055,112.006645,2.25,30.5,1
5,80.554174,744.02,157.6,4733.4858,73.454,7.0524,126.005316,2.4,30.5,1
2,48.73925,744.25,166,1896,101.9,53.595,99,2.5,30.5,1
3,20.69917953,704.9,116.6666667,2299.333333,24.56666667,23.13333333,140.6666667,2.666666667,30.5,1
4,76.5177175,787.05,151.75,4434.35725,79.6075,6.9055,112.006645,2.25,30.5,1
4,74.7668405,804.75,155.25,4733.5,46.1625,12.535,36.809,3.75,30.5,1
4,74.7668405,804.75,155.25,4733.5,46.1625,12.535,36.809,3.75,30.5,1
5,72.383174,781.46,152.6,5122.2858,67.126,8.2844,105.405316,2.4,30.5,1
5,72.383174,781.46,152.6,5122.2858,67.126,8.2844,105.405316,2.4,30.5,1
4,89.4450125,771.8,173.25,4777.85725,82.3375,7.0555,107.756645,2.5,30.5,1
4,67.6700025,889.425,129.5,4936.772475,55.125,12.0895,35.545125,3,30.5,1
3,57.96776667,706,167.3333333,4516.333333,87.86666667,7.176666667,59.84,3.333333333,30.5,1
5,101.20892,740.58,165.2,8658,71.774,15.108,82.2,4,30.5,1
3,15.7089,874.4,99.66666667,2152.666667,61.7,54.56666667,109,3,30.57,1
4,76.5177175,787.05,151.75,4434.35725,79.6075,6.9055,112.006645,2.25,30.6,1
5,89.33718,740.52,181,4716.6858,72.09,7.9244,89.605316,2.6,30.6,1
5,103.00601,736.28,185.2,5402.4858,76.17,7.6444,88.405316,2.6,30.6,1
5,103.010254,770.22,150,5503.4858,82.226,7.7044,91.205316,2.8,30.6,1
5,101.62801,725.46,186.2,5292.8858,76.17,7.3444,88.805316,2.6,30.6,1
3,30.018015,751.4333333,131,3889.333333,10.4,23.96666667,64.9,3,30.6,1
5,73.000813,781.26,151.8,5327.4858,76.726,8.7644,109.605316,2.6,30.6,1
4,76.5177175,787.05,151.75,4434.35725,79.6075,6.9055,112.006645,2.25,30.6,1
3,73.42426667,700.7666667,174.6666667,4741.666667,87.36666667,7.13,45.84,3.333333333,30.6,1
3,64.14156667,744.7,181.3333333,1455.809667,69.28333333,3.517333333,39.34219333,1.666666667,30.6,1
5,74.23165,816.36,160,4816.6858,62.09,8.0144,111.005316,2.2,30.69,1
5,89.33718,740.52,181,4716.6858,72.09,7.9244,89.605316,2.6,30.7,1
6,120.3752117,761.05,150.6666667,6476.238167,74.62166667,7.215333333,81.83776333,3,30.7,1
3,72.81695667,866.4,129.3333333,5035.809667,103.9666667,6.540666667,137.6755267,2.333333333,30.7,1
4,100.351275,734.25,171.75,3536.85725,75.1375,5.363,31.506645,2.5,30.7,1
4,17.25963465,658.65,129.25,1858.25,33.7,18.1,126.75,2.25,30.7,1
3,74.5958,863.2,133,5323.809667,104.6333333,6.807333333,139.00886,2.333333333,30.7,1
4,100.351275,734.25,171.75,3536.85725,75.1375,5.363,31.506645,2.5,30.8,1
6,92.85524167,737.6666667,166,4926.904833,69.5,7.943666667,109.3377633,2.833333333,30.8,1
5,103.010254,770.22,150,5503.4858,82.226,7.7044,91.205316,2.8,30.8,1
3,64.14156667,744.7,181.3333333,1455.809667,69.28333333,3.517333333,39.34219333,1.666666667,30.8,1
5,94.200238,744.44,166.6,5306.4858,73.986,8.9244,92.805316,2.4,30.8,1
2,48.73925,744.25,166,1896,101.9,53.595,99,2.5,30.8,1
3,20.69917953,704.9,116.6666667,2299.333333,24.56666667,23.13333333,140.6666667,2.666666667,30.8,1
3,15.7089,874.4,99.66666667,2152.666667,61.7,54.56666667,109,3,30.8,1
5,72.383174,781.46,152.6,5122.2858,67.126,8.2844,105.405316,2.4,30.82,1
4,100.351275,734.25,171.75,3536.85725,75.1375,5.363,31.506645,2.5,30.9,1
7,97.0384,767.6714286,151.2857143,6019.347,59.9,8.476,108.1466543,2.857142857,30.9,1
6,120.3752117,761.05,150.6666667,6476.238167,74.62166667,7.215333333,81.83776333,3,30.9,1
4,88.9444675,775.425,160.25,4654.35725,81.8375,6.9055,107.756645,2.25,30.9,1
6,94.2669,741.95,168,6425.238167,79.12166667,10.42033333,96.17109667,3.166666667,30.9,1
4,100.351275,734.25,171.75,3536.85725,75.1375,5.363,31.506645,2.5,30.9,1
5,71.402474,759.66,155.6,4769.4858,74.106,10.0844,95.805316,2.8,30.9,1
7,111.027045,754.7285714,152.1428571,6618.204143,64.17571429,8.070285714,71.24665429,3.142857143,30.9,1
2,48.73925,744.25,166,1896,101.9,53.595,99,2.5,30.9,1
3,73.42426667,700.7666667,174.6666667,4741.666667,87.36666667,7.13,45.84,3.333333333,30.9,1
4,76.5177175,787.05,151.75,4434.35725,79.6075,6.9055,112.006645,2.25,31,1
5,72.32465,787.02,162.8,4963.4858,65.23,9.3044,102.805316,2.4,31,1
6,83.89154167,754.5166667,162,4825.5715,56.75,7.672,114.50443,2.5,31,1
4,88.9444675,775.425,160.25,4654.35725,81.8375,6.9055,107.756645,2.25,31,1
5,72.942289,786.82,162,5168.6858,74.83,9.7844,107.005316,2.6,31,1
5,102.654174,772.68,152.2,5815.4858,71.006,6.4784,96.605316,2.6,31,1
5,74.290174,810.8,149.8,4975.4858,63.986,6.9944,113.605316,2.2,31,1
5,89.395704,734.96,170.8,4875.4858,73.986,6.9044,92.205316,2.6,31,1
3,76.79465063,621.3333333,210,1890.333333,83.6,36.42666667,78,2,31,1
4,76.5177175,787.05,151.75,4434.35725,79.6075,6.9055,112.006645,2.25,31,1
5,70.40625,781.46,162.8,5268.6858,74.686,13.7444,118.205316,3,31,1
5,84.41015,772.18,165.4,6018.0858,78.766,13.6244,117.005316,3,31,1
4,76.5177175,787.05,151.75,4434.35725,79.6075,6.9055,112.006645,2.25,31,1
6,103.1377833,750.1,152.6666667,6055.238167,55.01666667,6.472,119.3377633,2.5,31,1
7,90.29058857,789.0142857,153.7142857,4619.061286,99.04285714,8.560285714,94.35365429,3.285714286,31,1
4,60.36015982,773.7,144.5,4018.85725,91.55,5.5555,138.256645,2,31,1
5,92.65425,787.54,155.6,5480.6858,67.326,7.4984,97.405316,2.6,31,1
5,88.612919,779.94,164.8,6087.4858,78.91,11.4844,106.605316,2.6,31,1
5,37.99742,898.6,113.2,3262.2858,90.506,35.2644,120.405316,2.6,31,1
5,102.654174,772.68,152.2,5815.4858,71.006,6.4784,96.605316,2.6,31,1
4,100.351275,734.25,171.75,3536.85725,75.1375,5.363,31.506645,2.5,31,1
4,100.351275,734.25,171.75,3536.85725,75.1375,5.363,31.506645,2.5,31,1
6,93.50194167,768.3666667,159.5,6020.5715,77.68833333,13.27033333,99.83776333,3.333333333,31,1
5,74.23165,816.36,160,4816.6858,62.09,8.0144,111.005316,2.2,31,1
5,87.61316,772.76,164.6,5986.0858,88.57,9.9244,104.005316,2.2,31,1
6,120.3752117,761.05,150.6666667,6476.238167,74.62166667,7.215333333,81.83776333,3,31,1
7,81.50137857,774.3714286,157.5714286,4933.347,56.87142857,8.501714286,111.4323686,2.571428571,31,1
5,72.952854,776.88,151.2,5329.0858,86.386,8.9644,107.805316,2.2,31,1
4,76.5177175,787.05,151.75,4434.35725,79.6075,6.9055,112.006645,2.25,31,1
4,88.9444675,775.425,160.25,4654.35725,81.8375,6.9055,107.756645,2.25,31,1
6,90.69923333,769.9666667,161.3333333,6528.738167,88.67166667,10.67033333,105.50443,3.166666667,31,1
4,76.5177175,787.05,151.75,4434.35725,79.6075,6.9055,112.006645,2.25,31,1
4,76.5177175,787.05,151.75,4434.35725,79.6075,6.9055,112.006645,2.25,31,1
5,38.63656,1018.86,107,2770.536,86.566,25.3364,115.010482,2.6,31,1
5,38.63656,1018.86,107,2770.536,86.566,25.3364,115.010482,2.6,31,1
5,38.63656,1018.86,107,2770.536,86.566,25.3364,115.010482,2.6,31,1
5,38.63656,1018.86,107,2770.536,86.566,25.3364,115.010482,2.6,31,1
5,72.383174,781.46,152.6,5122.2858,67.126,8.2844,105.405316,2.4,31,1
4,100.351275,734.25,171.75,3536.85725,75.1375,5.363,31.506645,2.5,31,1
6,90.7824,720.9833333,176.8333333,5398.5715,68.21333333,12.07033333,101.50443,2.833333333,31,1
4,38.7691,975.6,116.5,2628.66075,154.1925,6.2655,150.00887,2.75,31,1
7,63.46960714,730.6571429,165.4285714,3369.061286,49.65,14.18028571,99.57522571,2.285714286,31,1
2,48.73925,744.25,166,1896,101.9,53.595,99,2.5,31,1
3,14.019,685.8,133,1577.666667,30.26666667,20.56666667,90.66666667,2,31,1
2,17.558,768.75,116,2099,14.85,29.35,93.5,2.5,31,1
3,20.69917953,704.9,116.6666667,2299.333333,24.56666667,23.13333333,140.6666667,2.666666667,31,1
4,17.25963465,658.65,129.25,1858.25,33.7,18.1,126.75,2.25,31,1
6,88.06515,771.85,166,7385.404833,89.07166667,13.12033333,119.3377633,3.5,31,1
5,73.000813,781.26,151.8,5327.4858,76.726,8.7644,109.605316,2.6,31,1
6,46.611152,816.0666667,145.3333333,3774.0715,45.295,14.16033333,61.17109667,3.166666667,31,1
3,57.96776667,706,167.3333333,4516.333333,87.86666667,7.176666667,59.84,3.333333333,31,1
3,57.96776667,706,167.3333333,4516.333333,87.86666667,7.176666667,59.84,3.333333333,31,1
3,57.96776667,706,167.3333333,4516.333333,87.86666667,7.176666667,59.84,3.333333333,31,1
3,57.96776667,706,167.3333333,4516.333333,87.86666667,7.176666667,59.84,3.333333333,31,1
3,57.96776667,706,167.3333333,4516.333333,87.86666667,7.176666667,59.84,3.333333333,31,1
4,57.21033625,708.7,165.75,5254.75,66.275,8.6825,46.805,3.5,31,1
4,57.21033625,708.7,165.75,5254.75,66.275,8.6825,46.805,3.5,31,1
4,76.797975,656.575,191.5,4491.75,40.5125,12.9575,61.75,2.75,31,1
3,94.24353333,750.7333333,167,6281.666667,49.4,16.93333333,47.66666667,3.666666667,31,1
4,72.77084232,675.85,178.25,4519.75,41.6125,13.025,71.75,2.75,31,1
6,120.3752117,761.05,150.6666667,6476.238167,74.62166667,7.215333333,81.83776333,3,31.05,1
3,73.42426667,700.7666667,174.6666667,4741.666667,87.36666667,7.13,45.84,3.333333333,31.05,1
5,101.62801,725.46,186.2,5292.8858,76.17,7.3444,88.805316,2.6,31.1,1
5,84.07508,777.22,167,5954.4858,78.766,13.4644,117.005316,3,31.1,1
4,88.9444675,775.425,160.25,4654.35725,81.8375,6.9055,107.756645,2.25,31.1,1
5,103.010254,770.22,150,5503.4858,82.226,7.7044,91.205316,2.8,31.1,1
6,97.93997833,697.0333333,177.6666667,4709.5715,64.23,7.120333333,80.50443,2.333333333,31.1,1
4,76.4445625,794,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,31.1,1
6,95.57896667,748.9333333,163.6666667,5137.0715,69.5,8.460333333,109.00443,2.666666667,31.1,1
5,88.679574,730.14,172,4249.4858,66.776,7.1244,93.205316,2.2,31.1,1
5,81.428174,771.7,157,6021.4858,84.246,10.6644,113.605316,3,31.1,1
4,89.6417175,784.825,143.25,5449.10725,90.85,6.2805,106.006645,2.75,31.1,1
3,57.96776667,706,167.3333333,4516.333333,87.86666667,7.176666667,59.84,3.333333333,31.1,1
5,72.952854,776.88,151.2,5329.0858,86.386,8.9644,107.805316,2.2,31.2,1
6,120.3752117,761.05,150.6666667,6476.238167,74.62166667,7.215333333,81.83776333,3,31.2,1
4,100.351275,734.25,171.75,3536.85725,75.1375,5.363,31.506645,2.5,31.2,1
4,100.351275,734.25,171.75,3536.85725,75.1375,5.363,31.506645,2.5,31.2,1
5,103.010254,770.22,150,5503.4858,82.226,7.7044,91.205316,2.8,31.2,1
3,30.32033333,765.5333333,129.3333333,4024,15.63333333,24.16666667,88.66666667,2.666666667,31.2,1
6,84.711145,759.7166667,166,4802.904833,55.45333333,7.077,121.1710967,2.166666667,31.3,1
4,106.4127175,828.6,135.5,6611.85725,87.125,6.098,112.006645,2.75,31.3,1
6,79.1928325,776.25,150.1666667,5303.5715,71.78333333,9.493666667,123.8377633,2.833333333,31.3,1
3,76.79465063,621.3333333,210,1890.333333,83.6,36.42666667,78,2,31.3,1
3,74.5958,863.2,133,5323.809667,104.6333333,6.807333333,139.00886,2.333333333,31.3,1
5,57.577988,973.96,111.2,4058.30378,73,9.556,28.041416,3,31.3,1
6,61.84374137,992.55,126.5,4737.854167,103.6166667,10.61366667,24.95904667,3,31.3,1
6,61.84374137,992.55,126.5,4737.854167,103.6166667,10.61366667,24.95904667,3,31.3,1
4,106.164025,672.8,170,6518.75,70.7,6.3975,45.88,3.25,31.35,1
4,106.164025,672.8,170,6518.75,70.7,6.3975,45.88,3.25,31.35,1
4,76.5177175,787.05,151.75,4434.35725,79.6075,6.9055,112.006645,2.25,31.4,1
4,76.5177175,787.05,151.75,4434.35725,79.6075,6.9055,112.006645,2.25,31.4,1
5,100.40441,723.74,179.8,5224.2858,76.17,7.0644,89.605316,2.6,31.4,1
6,92.85524167,737.6666667,166,4926.904833,69.5,7.943666667,109.3377633,2.833333333,31.4,1
4,100.351275,734.25,171.75,3536.85725,75.1375,5.363,31.506645,2.5,31.4,1
5,89.395704,734.96,170.8,4875.4858,73.986,6.9044,92.205316,2.6,31.4,1
6,65.59595387,975.8166667,127.8333333,4037.020833,108.2166667,9.947,26.50904667,2.833333333,31.4,1
4,51.492075,779.25,147.25,3877.25,116.275,5.815,44.93125,4,31.4,1
3,15.7089,874.4,99.66666667,2152.666667,61.7,54.56666667,109,3,31.4,1
5,72.952854,776.88,151.2,5329.0858,86.386,8.9644,107.805316,2.2,31.47,1
4,100.351275,734.25,171.75,3536.85725,75.1375,5.363,31.506645,2.5,31.5,1
7,91.52517857,718.5142857,175,4637.632714,50.85,7.718857143,100.7180829,2.428571429,31.5,1
5,96.11356,779.46,152.2,5107.0858,82.094,8.4124,124.405316,2.8,31.5,1
5,82.69708,766.4,168,5844.8858,78.766,13.1644,117.405316,3,31.5,1
5,74.23165,816.36,160,4816.6858,62.09,8.0144,111.005316,2.2,31.5,1
4,88.9444675,775.425,160.25,4654.35725,81.8375,6.9055,107.756645,2.25,31.5,1
6,96.67120833,755.3833333,167,7000.404833,71.93833333,12.20366667,105.50443,3.166666667,31.5,1
7,125.0608286,730.3142857,160.7142857,6377.775571,71.60428571,7.398857143,71.86094,3.142857143,31.5,1
4,76.4445625,794,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,31.5,1
5,82.32534,757.08,152.4,4998.2858,58.7,6.8124,136.205316,2.2,31.5,1
6,84.188275,752.4666667,160.1666667,4565.5715,66.1,8.693666667,110.00443,2.666666667,31.5,1
5,103.010254,770.22,150,5503.4858,82.226,7.7044,91.205316,2.8,31.5,1
4,100.351275,734.25,171.75,3536.85725,75.1375,5.363,31.506645,2.5,31.5,1
3,20.69917953,704.9,116.6666667,2299.333333,24.56666667,23.13333333,140.6666667,2.666666667,31.5,1
3,31.34973167,765.2,128,4366,31.63333333,24.96666667,95.66666667,3,31.5,1
5,57.0655,843.5,141.6,4468.4858,59.566,14.5044,39.005316,3.4,31.5,1
5,72.952854,776.88,151.2,5329.0858,86.386,8.9644,107.805316,2.2,31.5,1
4,106.164025,672.8,170,6518.75,70.7,6.3975,45.88,3.25,31.5,1
4,80.457225,667.675,186,4925.25,49.525,13.2825,60.75,3,31.5,1
4,57.21033625,708.7,165.75,5254.75,66.275,8.6825,46.805,3.5,31.5,1
4,76.5177175,787.05,151.75,4434.35725,79.6075,6.9055,112.006645,2.25,31.6,1
4,76.5177175,787.05,151.75,4434.35725,79.6075,6.9055,112.006645,2.25,31.6,1
5,102.654174,772.68,152.2,5815.4858,71.006,6.4784,96.605316,2.6,31.6,1
5,80.554174,744.02,157.6,4733.4858,73.454,7.0524,126.005316,2.4,31.6,1
4,76.5177175,787.05,151.75,4434.35725,79.6075,6.9055,112.006645,2.25,31.6,1
6,82.15648333,738.9833333,176.8333333,5497.238167,70.82166667,12.60366667,100.6710967,3.166666667,31.6,1
5,80.554174,744.02,157.6,4733.4858,73.454,7.0524,126.005316,2.4,31.6,1
6,91.70659167,725.7166667,168,5057.238167,55.58666667,7.577,113.50443,2.333333333,31.6,1
3,20.69917953,704.9,116.6666667,2299.333333,24.56666667,23.13333333,140.6666667,2.666666667,31.6,1
6,46.611152,816.0666667,145.3333333,3774.0715,45.295,14.16033333,61.17109667,3.166666667,31.6,1
4,75.93751298,667.55,190.5,4257.5,36.8925,13.0325,91.25,2.75,31.6,1
6,97.93997833,697.0333333,177.6666667,4709.5715,64.23,7.120333333,80.50443,2.333333333,31.7,1
5,90.062574,735.94,162.6,4949.4858,73.986,6.9444,93.005316,2.4,31.7,1
6,91.24723333,727.25,165.5,5928.404833,74.22166667,11.65366667,100.3377633,3.166666667,31.7,1
5,72.952854,776.88,151.2,5329.0858,86.386,8.9644,107.805316,2.2,31.7,1
6,97.93997833,697.0333333,177.6666667,4709.5715,64.23,7.120333333,80.50443,2.333333333,31.7,1
4,76.5177175,787.05,151.75,4434.35725,79.6075,6.9055,112.006645,2.25,31.7,1
5,88.679574,730.14,172,4249.4858,66.776,7.1244,93.205316,2.2,31.7,1
4,77.4375175,708.95,164.75,5324.25,37.5175,14.085,85.5,3.25,31.7,1
3,73.42426667,700.7666667,174.6666667,4741.666667,87.36666667,7.13,45.84,3.333333333,31.75,1
3,73.42426667,700.7666667,174.6666667,4741.666667,87.36666667,7.13,45.84,3.333333333,31.75,1
5,88.679574,730.14,172,4249.4858,66.776,7.1244,93.205316,2.2,31.8,1
4,91.8081,775.175,171,4956.10725,82.3375,7.4555,107.756645,2.25,31.8,1
4,100.351275,734.25,171.75,3536.85725,75.1375,5.363,31.506645,2.5,31.8,1
4,100.351275,734.25,171.75,3536.85725,75.1375,5.363,31.506645,2.5,31.8,1
4,76.5177175,787.05,151.75,4434.35725,79.6075,6.9055,112.006645,2.25,31.8,1
5,86.52248,801.3,165.2,5392.8858,66.17,7.4344,110.205316,2.2,31.8,1
5,90.062574,735.94,162.6,4949.4858,73.986,6.9444,93.005316,2.4,31.8,1
5,73.000813,781.26,151.8,5327.4858,76.726,8.7644,109.605316,2.6,31.8,1
5,73.000813,781.26,151.8,5327.4858,76.726,8.7644,109.605316,2.6,31.8,1
4,106.164025,672.8,170,6518.75,70.7,6.3975,45.88,3.25,31.8,1
5,101.36725,737.88,177.6,8648.2,71.774,15.388,82.6,4,31.8,1
5,85.12508,771.78,166,6084.4858,78.766,13.6844,117.005316,3,31.9,1
5,102.654174,772.68,152.2,5815.4858,71.006,6.4784,96.605316,2.6,31.9,1
5,74.290174,810.8,149.8,4975.4858,63.986,6.9944,113.605316,2.2,31.9,1
4,76.5177175,787.05,151.75,4434.35725,79.6075,6.9055,112.006645,2.25,31.9,1
3,57.96776667,706,167.3333333,4516.333333,87.86666667,7.176666667,59.84,3.333333333,31.9,1
4,57.21033625,708.7,165.75,5254.75,66.275,8.6825,46.805,3.5,31.9,1
5,72.201783,773,153.6,5041.4858,63.986,8.1644,91.145316,2.6,32,1
5,91.286174,737.66,169,5018.0858,73.986,7.2244,92.205316,2.4,32,1
5,72.32465,787.02,162.8,4963.4858,65.23,9.3044,102.805316,2.4,32,1
5,89.33718,740.52,181,4716.6858,72.09,7.9244,89.605316,2.6,32,1
4,88.9444675,775.425,160.25,4654.35725,81.8375,6.9055,107.756645,2.25,32,1
4,76.5177175,787.05,151.75,4434.35725,79.6075,6.9055,112.006645,2.25,32,1
5,72.32465,787.02,162.8,4963.4858,65.23,9.3044,102.805316,2.4,32,1
4,88.9444675,775.425,160.25,4654.35725,81.8375,6.9055,107.756645,2.25,32,1
4,100.351275,734.25,171.75,3536.85725,75.1375,5.363,31.506645,2.5,32,1
3,72.81695667,866.4,129.3333333,5035.809667,103.9666667,6.540666667,137.6755267,2.333333333,32,1
4,90.2786,773.025,163,4870.35725,82.3375,7.1055,108.756645,2.25,32,1
3,72.81695667,866.4,129.3333333,5035.809667,103.9666667,6.540666667,137.6755267,2.333333333,32,1
4,76.5177175,787.05,151.75,4434.35725,79.6075,6.9055,112.006645,2.25,32,1
5,68.304774,880.62,137.2,3548.1286,133.786,6.1644,89.607096,2.8,32,1
5,37.99742,898.6,113.2,3262.2858,90.506,35.2644,120.405316,2.6,32,1
5,103.41069,767.32,160.4,5602.2858,82.626,7.8244,91.205316,3,32,1
4,100.351275,734.25,171.75,3536.85725,75.1375,5.363,31.506645,2.5,32,1
3,72.81695667,866.4,129.3333333,5035.809667,103.9666667,6.540666667,137.6755267,2.333333333,32,1
6,100.861275,744.25,158.6666667,5422.0715,74.03833333,8.187,78.50443,3,32,1
5,88.679574,730.14,172,4249.4858,66.776,7.1244,93.205316,2.2,32,1
7,93.08825429,723.0285714,173,6653.347,80.33285714,12.546,90.43236857,3.428571429,32,1
4,76.5177175,787.05,151.75,4434.35725,79.6075,6.9055,112.006645,2.25,32,1
6,77.186875,717.2833333,168.8333333,4246.238167,57.64666667,7.718666667,83.17109667,2.333333333,32,1
3,72.81695667,866.4,129.3333333,5035.809667,103.9666667,6.540666667,137.6755267,2.333333333,32,1
5,61.415762,891.9,132,3547.50378,78.546,5.636,89.641416,2,32,1
5,102.654174,772.68,152.2,5815.4858,71.006,6.4784,96.605316,2.6,32,1
5,77.6313,879.14,124.4,4726.2858,103.406,27.4444,116.605316,3,32,1
5,51.8479,769.78,154.4,4066.2858,67.72,10.0724,145.805316,2.8,32,1
4,100.351275,734.25,171.75,3536.85725,75.1375,5.363,31.506645,2.5,32,1
5,88.679574,730.14,172,4249.4858,66.776,7.1244,93.205316,2.2,32,1
6,81.68304167,716.15,176.3333333,4250.5715,60.72,8.060333333,108.6710967,2.333333333,32,1
5,89.33718,740.52,181,4716.6858,72.09,7.9244,89.605316,2.6,32,1
4,76.5177175,787.05,151.75,4434.35725,79.6075,6.9055,112.006645,2.25,32,1
6,93.3859,734.0666667,167.6666667,5982.404833,79.12166667,10.30366667,96.67109667,3.166666667,32,1
4,76.5177175,787.05,151.75,4434.35725,79.6075,6.9055,112.006645,2.25,32,1
5,75.158774,745.38,148.6,4728.2858,69.766,6.6424,95.405316,2.4,32,1
4,76.5177175,787.05,151.75,4434.35725,79.6075,6.9055,112.006645,2.25,32,1
5,84.03988,772.86,164.2,5841.0858,84.646,11.2644,113.805316,3,32,1
5,102.090834,747.42,152.6,5917.4858,67.826,6.3644,98.805316,2.4,32,1
6,91.75536167,721.0833333,159.5,5189.5715,57.16666667,6.727,115.6710967,2.333333333,32,1
5,102.090834,747.42,152.6,5917.4858,67.826,6.3644,98.805316,2.4,32,1
3,72.81695667,866.4,129.3333333,5035.809667,103.9666667,6.540666667,137.6755267,2.333333333,32,1
3,72.81695667,866.4,129.3333333,5035.809667,103.9666667,6.540666667,137.6755267,2.333333333,32,1
5,103.010254,770.22,150,5503.4858,82.226,7.7044,91.205316,2.8,32,1
5,90.062574,735.94,162.6,4949.4858,73.986,6.9444,93.005316,2.4,32,1
6,93.3859,734.0666667,167.6666667,5982.404833,79.12166667,10.30366667,96.67109667,3.166666667,32,1
3,72.81695667,866.4,129.3333333,5035.809667,103.9666667,6.540666667,137.6755267,2.333333333,32,1
5,89.395704,734.96,170.8,4875.4858,73.986,6.9044,92.205316,2.6,32,1
5,89.395704,734.96,170.8,4875.4858,73.986,6.9044,92.205316,2.6,32,1
4,76.5177175,787.05,151.75,4434.35725,79.6075,6.9055,112.006645,2.25,32,1
5,89.33718,740.52,181,4716.6858,72.09,7.9244,89.605316,2.6,32,1
6,89.311875,779.5,167.8333333,7598.904833,75.58833333,17.287,126.8377633,3.5,32,1
5,92.34848,740.76,179.6,4600.4858,67.176,7.8644,92.805316,2.2,32,1
5,89.90228,809.48,162.8,5735.4858,66.17,9.7144,110.605316,2.2,32,1
6,84.22606667,801.0833333,161.6666667,6091.904833,58.00833333,10.39533333,105.3377633,2.333333333,32,1
4,64.6322175,797.15,145.5,4164.35725,78.9425,7.0405,153.256645,2.25,32,1
4,64.6322175,797.15,145.5,4164.35725,78.9425,7.0405,153.256645,2.25,32,1
6,99.560675,697.1833333,190.5,4497.5715,64.56333333,7.587,80.00443,2.5,32,1
6,99.560675,697.1833333,190.5,4497.5715,64.56333333,7.587,80.00443,2.5,32,1
